Theta in X-Y plane [radians]     Phi from X-Y plane [radians]      Area [m^2]
0.000000e+00 -5.235988e-02 1.298993e+00
1.745329e-03 -5.235988e-02 1.299268e+00
3.490659e-03 -5.235988e-02 1.299539e+00
5.235988e-03 -5.235988e-02 1.299725e+00
6.981317e-03 -5.235988e-02 1.299959e+00
8.726646e-03 -5.235988e-02 1.300200e+00
1.047198e-02 -5.235988e-02 1.300415e+00
1.221730e-02 -5.235988e-02 1.300651e+00
1.396263e-02 -5.235988e-02 1.300904e+00
1.570796e-02 -5.235988e-02 1.301108e+00
1.745329e-02 -5.235988e-02 1.301248e+00
1.919862e-02 -5.235988e-02 1.301477e+00
2.094395e-02 -5.235988e-02 1.301712e+00
2.268928e-02 -5.235988e-02 1.301932e+00
2.443461e-02 -5.235988e-02 1.302084e+00
2.617994e-02 -5.235988e-02 1.302268e+00
2.792527e-02 -5.235988e-02 1.302459e+00
2.967060e-02 -5.235988e-02 1.302655e+00
3.141593e-02 -5.235988e-02 1.302818e+00
3.316126e-02 -5.235988e-02 1.302994e+00
3.490659e-02 -5.235988e-02 1.303175e+00
3.665191e-02 -5.235988e-02 1.303345e+00
3.839724e-02 -5.235988e-02 1.303481e+00
4.014257e-02 -5.235988e-02 1.303648e+00
4.188790e-02 -5.235988e-02 1.303824e+00
4.363323e-02 -5.235988e-02 1.303976e+00
4.537856e-02 -5.235988e-02 1.307136e+00
4.712389e-02 -5.235988e-02 1.310839e+00
4.886922e-02 -5.235988e-02 1.314629e+00
5.061455e-02 -5.235988e-02 1.318546e+00
5.235988e-02 -5.235988e-02 1.322550e+00
0.000000e+00 -4.886922e-02 1.278252e+00
1.745329e-03 -4.886922e-02 1.278525e+00
3.490659e-03 -4.886922e-02 1.278799e+00
5.235988e-03 -4.886922e-02 1.278984e+00
6.981317e-03 -4.886922e-02 1.279214e+00
8.726646e-03 -4.886922e-02 1.279466e+00
1.047198e-02 -4.886922e-02 1.279679e+00
1.221730e-02 -4.886922e-02 1.279909e+00
1.396263e-02 -4.886922e-02 1.280167e+00
1.570796e-02 -4.886922e-02 1.280369e+00
1.745329e-02 -4.886922e-02 1.280528e+00
1.919862e-02 -4.886922e-02 1.280743e+00
2.094395e-02 -4.886922e-02 1.280977e+00
2.268928e-02 -4.886922e-02 1.281193e+00
2.443461e-02 -4.886922e-02 1.281349e+00
2.617994e-02 -4.886922e-02 1.281529e+00
2.792527e-02 -4.886922e-02 1.281709e+00
2.967060e-02 -4.886922e-02 1.281926e+00
3.141593e-02 -4.886922e-02 1.282093e+00
3.316126e-02 -4.886922e-02 1.282266e+00
3.490659e-02 -4.886922e-02 1.282434e+00
3.665191e-02 -4.886922e-02 1.282621e+00
3.839724e-02 -4.886922e-02 1.282750e+00
4.014257e-02 -4.886922e-02 1.282924e+00
4.188790e-02 -4.886922e-02 1.284992e+00
4.363323e-02 -4.886922e-02 1.288722e+00
4.537856e-02 -4.886922e-02 1.292442e+00
4.712389e-02 -4.886922e-02 1.296374e+00
4.886922e-02 -4.886922e-02 1.300407e+00
5.061455e-02 -4.886922e-02 1.304494e+00
5.061455e-02 -4.886922e-02 1.304494e+00
5.235988e-02 -4.886922e-02 1.308607e+00
0.000000e+00 -4.537856e-02 1.257624e+00
1.745329e-03 -4.537856e-02 1.257896e+00
3.490659e-03 -4.537856e-02 1.258174e+00
5.235988e-03 -4.537856e-02 1.258349e+00
6.981317e-03 -4.537856e-02 1.258582e+00
8.726646e-03 -4.537856e-02 1.258840e+00
1.047198e-02 -4.537856e-02 1.259056e+00
1.221730e-02 -4.537856e-02 1.259281e+00
1.396263e-02 -4.537856e-02 1.259543e+00
1.570796e-02 -4.537856e-02 1.259735e+00
1.745329e-02 -4.537856e-02 1.259915e+00
1.919862e-02 -4.537856e-02 1.260113e+00
2.094395e-02 -4.537856e-02 1.260348e+00
2.268928e-02 -4.537856e-02 1.260563e+00
2.443461e-02 -4.537856e-02 1.260730e+00
2.617994e-02 -4.537856e-02 1.260898e+00
2.792527e-02 -4.537856e-02 1.261078e+00
2.967060e-02 -4.537856e-02 1.261305e+00
3.141593e-02 -4.537856e-02 1.261484e+00
3.316126e-02 -4.537856e-02 1.261646e+00
3.490659e-02 -4.537856e-02 1.261814e+00
3.665191e-02 -4.537856e-02 1.262001e+00
3.839724e-02 -4.537856e-02 1.262879e+00
4.014257e-02 -4.537856e-02 1.266646e+00
4.188790e-02 -4.537856e-02 1.270433e+00
4.363323e-02 -4.537856e-02 1.274325e+00
4.537856e-02 -4.537856e-02 1.278314e+00
4.712389e-02 -4.537856e-02 1.282419e+00
4.886922e-02 -4.537856e-02 1.286555e+00
5.061455e-02 -4.537856e-02 1.290731e+00
5.235988e-02 -4.537856e-02 1.294856e+00
0.000000e+00 -4.188790e-02 1.237032e+00
1.745329e-03 -4.188790e-02 1.237307e+00
3.490659e-03 -4.188790e-02 1.237587e+00
5.235988e-03 -4.188790e-02 1.237754e+00
6.981317e-03 -4.188790e-02 1.237987e+00
8.726646e-03 -4.188790e-02 1.238250e+00
1.047198e-02 -4.188790e-02 1.238470e+00
1.221730e-02 -4.188790e-02 1.238688e+00
1.396263e-02 -4.188790e-02 1.238946e+00
1.570796e-02 -4.188790e-02 1.239152e+00
1.745329e-02 -4.188790e-02 1.239345e+00
1.919862e-02 -4.188790e-02 1.239513e+00
2.094395e-02 -4.188790e-02 1.239754e+00
2.268928e-02 -4.188790e-02 1.239967e+00
2.443461e-02 -4.188790e-02 1.240147e+00
2.617994e-02 -4.188790e-02 1.240307e+00
2.792527e-02 -4.188790e-02 1.240499e+00
2.967060e-02 -4.188790e-02 1.240726e+00
3.141593e-02 -4.188790e-02 1.240915e+00
3.316126e-02 -4.188790e-02 1.241071e+00
3.490659e-02 -4.188790e-02 1.241247e+00
3.665191e-02 -4.188790e-02 1.244595e+00
3.839724e-02 -4.188790e-02 1.248408e+00
4.014257e-02 -4.188790e-02 1.252265e+00
4.188790e-02 -4.188790e-02 1.256282e+00
4.363323e-02 -4.188790e-02 1.260414e+00
4.537856e-02 -4.188790e-02 1.264545e+00
4.712389e-02 -4.188790e-02 1.268659e+00
4.712389e-02 -4.188790e-02 1.268659e+00
4.886922e-02 -4.188790e-02 1.272839e+00
5.061455e-02 -4.188790e-02 1.277037e+00
5.235988e-02 -4.188790e-02 1.281224e+00
0.000000e+00 -3.839724e-02 1.215927e+00
1.745329e-03 -3.839724e-02 1.216201e+00
3.490659e-03 -3.839724e-02 1.216482e+00
5.235988e-03 -3.839724e-02 1.216649e+00
