#GRACE RSM parameters

#beta[6][7]
2.6233000000e-01 1.2838000000e-03 4.7914000000e-01 1.6252000000e-01 1.8976000000e-01 1.5687000000e-01 5.8338000000e+00 
1.6583000000e-01 4.6285000000e-04 2.1063000000e-01 4.7233000000e-01 2.1525000000e-01 1.9425000000e-01 6.6443000000e+00 
1.1281000000e-01 4.3573000000e-05 1.4521000000e-01 1.0688000000e+00 1.7454000000e-01 1.7991000000e-01 7.4181000000e+00 
9.7839000000e-02 4.1505000000e-05 9.2636000000e-02 1.7124000000e+00 1.4054000000e-01 1.9400000000e-01 8.8095000000e+00 
1.1922000000e-01 5.2615000000e-05 1.1217000000e-01 1.2621000000e+00 1.9417000000e-01 1.6226000000e-01 7.3571000000e+00 
7.1497000000e-02 8.5473000000e-05 9.3767000000e-02 1.6754000000e+00 1.5236000000e-01 2.0300000000e-01 8.1880000000e+00 

#xmin[6][7]
5.5168000000e+03 1.0006000000e+02 2.0136000000e+02 4.2923000000e-04 3.5414000000e-04 1.8569000000e-04 -6.9797000000e-02 
5.5019000000e+03 1.0031000000e+02 2.0122000000e+02 8.8224000000e-04 7.6141000000e-04 1.2700000000e-05 -6.9781000000e-02 
5.5028000000e+03 1.0012000000e+02 2.0003000000e+02 2.8173000000e-04 7.2652000000e-05 1.2081000000e-04 -6.9711000000e-02 
5.5009000000e+03 1.0032000000e+02 2.0129000000e+02 7.6283000000e-04 3.5486000000e-04 1.0243000000e-04 -6.9812000000e-02 
5.5011000000e+03 1.0010000000e+02 2.0033000000e+02 8.6997000000e-04 7.9912000000e-04 4.2033000000e-05 -6.9715000000e-02 
5.5036000000e+03 1.0003000000e+02 2.0062000000e+02 3.6152000000e-04 4.8769000000e-05 1.7332000000e-04 -6.9670000000e-02 

#xrange[6][7]
3.9804000000e+03 3.9976000000e+02 1.7980000000e+03 9.9862000000e-01 9.9963000000e-01 6.9569000000e-02 1.3944000000e-01 
3.9959000000e+03 3.9953000000e+02 1.7988000000e+03 9.9833000000e-01 9.9903000000e-01 6.9770000000e-02 1.3944000000e-01 
3.9959000000e+03 3.9978000000e+02 1.7993000000e+03 9.9941000000e-01 9.9931000000e-01 6.9691000000e-02 1.3939000000e-01 
3.9990000000e+03 3.9960000000e+02 1.7969000000e+03 9.9912000000e-01 9.9919000000e-01 6.9653000000e-02 1.3951000000e-01 
3.9908000000e+03 3.9989000000e+02 1.7985000000e+03 9.9862000000e-01 9.9894000000e-01 6.9739000000e-02 1.3946000000e-01 
3.9924000000e+03 3.9994000000e+02 1.7984000000e+03 9.9941000000e-01 9.9930000000e-01 6.9635000000e-02 1.3947000000e-01 

#mean[6]
5.0462000000e+00 3.7370000000e+00 3.2459000000e+00 3.0896000000e+00 3.2099000000e+00 3.0666000000e+00 

#sd[6]
1.5266000000e+00 8.2861000000e-01 5.9044000000e-01 5.2307000000e-01 5.8251000000e-01 4.9115000000e-01 

#lamz[6]
3.1105000000e-01 3.1159000000e-01 3.1477000000e-01 3.2118000000e-01 3.1691000000e-01 3.2189000000e-01 

#lamws[6]
3.1567000000e+03 1.9328000000e+03 1.2404000000e+03 1.1476000000e+03 1.2892000000e+03 8.3812000000e+02 

#x[6][1000][7]
#H
8.3806000000e-01 8.2761000000e-02 2.1556000000e-01 2.5798000000e-01 2.2495000000e-01 7.4334000000e-01 9.8503000000e-01 
1.0227000000e-01 3.0939000000e-01 2.4246000000e-01 7.9392000000e-01 6.0607000000e-01 8.5625000000e-01 2.5535000000e-01 
4.9534000000e-01 8.8199000000e-01 8.5760000000e-01 1.3877000000e-01 6.9500000000e-01 8.2968000000e-01 9.3928000000e-01 
1.3237000000e-01 3.7022000000e-03 1.5264000000e-01 8.5920000000e-01 7.5934000000e-01 3.4085000000e-01 3.9195000000e-02 
5.6155000000e-01 3.6218000000e-01 3.0777000000e-01 6.2342000000e-01 8.8272000000e-01 9.8308000000e-01 2.2791000000e-01 
1.4094000000e-01 4.6529000000e-01 2.2812000000e-02 6.1417000000e-01 8.3597000000e-01 2.3698000000e-01 4.5411000000e-01 
5.0374000000e-01 3.8671000000e-01 7.1732000000e-01 4.3002000000e-01 9.5485000000e-01 5.3539000000e-01 4.8007000000e-01 
5.3428000000e-01 4.9317000000e-01 6.0780000000e-01 5.3009000000e-01 3.5740000000e-01 1.9842000000e-01 1.6213000000e-01 
4.1498000000e-01 8.9512000000e-01 4.5741000000e-02 4.7986000000e-01 1.9275000000e-01 8.0885000000e-01 4.7997000000e-01 
7.8146000000e-01 9.2199000000e-01 3.2895000000e-01 8.2778000000e-01 1.4686000000e-01 3.5985000000e-01 8.3517000000e-01 
9.8097000000e-02 8.0609000000e-02 5.2777000000e-02 5.8080000000e-01 5.6939000000e-01 1.2640000000e-01 7.6074000000e-02 
1.7835000000e-01 2.6509000000e-01 5.0326000000e-01 7.5785000000e-01 4.5722000000e-02 9.4443000000e-01 1.5890000000e-01 
6.9531000000e-01 9.7445000000e-02 1.7527000000e-01 7.1578000000e-01 3.2239000000e-01 3.9901000000e-01 6.1098000000e-01 
4.2584000000e-01 8.5752000000e-01 7.4149000000e-01 3.2166000000e-01 6.8039000000e-01 7.5675000000e-01 7.0609000000e-01 
1.8001000000e-02 7.5967000000e-01 4.0098000000e-01 9.7568000000e-01 9.5879000000e-01 8.3105000000e-01 4.2504000000e-01 
9.7646000000e-01 2.3412000000e-01 5.9894000000e-01 5.6916000000e-01 1.1966000000e-01 7.6298000000e-01 7.3629000000e-01 
1.2135000000e-01 5.0483000000e-01 5.2955000000e-01 4.7124000000e-01 3.5317000000e-01 7.8205000000e-01 8.0990000000e-03 
4.1069000000e-02 6.4724000000e-01 6.4929000000e-01 6.8883000000e-02 4.0877000000e-01 7.8919000000e-01 9.5615000000e-01 
5.7212000000e-01 7.0280000000e-01 9.1079000000e-01 6.2007000000e-01 1.4229000000e-01 9.1253000000e-01 8.0727000000e-01 
2.6366000000e-01 4.9523000000e-01 4.6950000000e-01 3.0846000000e-01 1.2618000000e-01 4.8837000000e-01 9.4153000000e-02 
8.6206000000e-01 7.8016000000e-01 3.8370000000e-01 6.4885000000e-01 7.6911000000e-01 3.3392000000e-01 5.8685000000e-01 
1.8391000000e-01 4.7322000000e-01 3.2992000000e-01 1.9260000000e-01 6.9339000000e-01 5.3587000000e-01 6.4384000000e-02 
8.6370000000e-01 1.4323000000e-01 0.0000000000e+00 1.5446000000e-01 2.8224000000e-01 9.6440000000e-01 1.1803000000e-01 
9.2309000000e-02 5.4413000000e-01 1.0586000000e-01 9.5768000000e-01 8.4069000000e-01 5.6178000000e-01 3.4204000000e-01 
2.0429000000e-01 1.7381000000e-01 4.1577000000e-01 7.5076000000e-03 9.8548000000e-01 4.0654000000e-01 1.1465000000e-01 
8.2547000000e-02 6.4267000000e-01 5.6744000000e-02 7.4810000000e-01 3.6210000000e-01 1.1609000000e-01 6.5888000000e-01 
7.3704000000e-01 9.8528000000e-01 7.2670000000e-01 3.7955000000e-01 8.9542000000e-01 3.0037000000e-01 4.8684000000e-01 
8.7251000000e-01 2.5906000000e-01 1.6426000000e-01 6.6206000000e-01 1.3980000000e-01 8.0700000000e-01 2.1230000000e-01 
8.0596000000e-01 9.0638000000e-01 8.4657000000e-01 5.0178000000e-01 4.6695000000e-01 8.5839000000e-02 2.0824000000e-01 
